GRIDCODE,CLASS_NAME,CONTROL,HA,TIP_CAMBIO
"24",5 |  4,07116006-5006,2.66899000000,Pérdida de vegetación primaria
"24",5 |  4,07116011-6012,52.47740000000,Pérdida de vegetación primaria
"24",5 |  4,07116011-6012,24.48030000000,Pérdida de vegetación primaria
"24",5 |  4,07116011-6012,8.02044000000,Pérdida de vegetación primaria
"24",5 |  4,07116011-6012,2.18126000000,Pérdida de vegetación primaria
"36",5 |  6,07116011-6009,4.71570000000,Pérdida de vegetación primaria
"36",5 |  6,07116008-4008,165.50700000000,Pérdida de vegetación primaria
"36",5 |  6,07116008-4008,3.34167000000,Pérdida de vegetación primaria
"36",5 |  6,07116008-4008,21.09290000000,Pérdida de vegetación primaria
"36",5 |  6,07116006-5007,27.52790000000,Pérdida de vegetación primaria
"36",5 |  6,07116007-A001,32.95420000000,Pérdida de vegetación primaria
"36",5 |  6,07116007-A001,25.89430000000,Pérdida de vegetación primaria
"36",5 |  6,07116005-0003,78.36590000000,Pérdida de vegetación primaria
"36",5 |  6,07116005-0003,192.68000000000,Pérdida de vegetación primaria
"36",5 |  6,07116005-0003,619.39500000000,Pérdida de vegetación primaria
"36",5 |  6,07116005-0003,141.12000000000,Pérdida de vegetación primaria
"36",5 |  6,07116005-0003,74.69650000000,Pérdida de vegetación primaria
"36",5 |  6,07116005-0007,217.46000000000,Pérdida de vegetación primaria
"36",5 |  6,07116005-0007,48.45710000000,Pérdida de vegetación primaria
"36",5 |  6,07116007-A007,349.02200000000,Pérdida de vegetación primaria
"36",5 |  6,07116007-A006,14.99850000000,Pérdida de vegetación primaria
"36",5 |  6,07116007-A006,1.79259000000,Pérdida de vegetación primaria
"36",5 |  6,07116007-A006,1008.68000000000,Pérdida de vegetación primaria
"36",5 |  6,07116007-A005,193.27000000000,Pérdida de vegetación primaria
"36",5 |  6,07116007-A005,7.98226000000,Pérdida de vegetación primaria
"36",5 |  6,07116007-A005,30.71250000000,Pérdida de vegetación primaria
"36",5 |  6,07116008-4001,545.96600000000,Pérdida de vegetación primaria
"36",5 |  6,07116008-4004,0.55135700000,Pérdida de vegetación primaria
"36",5 |  6,07116008-4004,15.22510000000,Pérdida de vegetación primaria
"36",5 |  6,07116008-4004,50.03040000000,Pérdida de vegetación primaria
"36",5 |  6,07116008-4004,7.08926000000,Pérdida de vegetación primaria
"36",5 |  6,07116008-4004,113.64100000000,Pérdida de vegetación primaria
"36",5 |  6,07116008-4004,1.38939000000,Pérdida de vegetación primaria
"36",5 |  6,07116011-6001,302.51200000000,Pérdida de vegetación primaria
"36",5 |  6,07116004-6001,359.12400000000,Pérdida de vegetación primaria
"36",5 |  6,07116004-6001,48.79950000000,Pérdida de vegetación primaria
"36",5 |  6,07116004-6001,62.86540000000,Pérdida de vegetación primaria
"36",5 |  6,07116004-6001,24.31470000000,Pérdida de vegetación primaria
"36",5 |  6,07116004-6001,44.50260000000,Pérdida de vegetación primaria
"36",5 |  6,07116004-6001,109.75500000000,Pérdida de vegetación primaria
"36",5 |  6,07116008-4003,7.09176000000,Pérdida de vegetación primaria
"36",5 |  6,07116008-4003,156.08200000000,Pérdida de vegetación primaria
"36",5 |  6,07116008-4003,0.71963700000,Pérdida de vegetación primaria
"36",5 |  6,07116008-4003,0.56328200000,Pérdida de vegetación primaria
"36",5 |  6,07116006-5009,17.29540000000,Pérdida de vegetación primaria
"36",5 |  6,07116012-0005,16.18740000000,Pérdida de vegetación primaria
"36",5 |  6,07116012-0005,3.49814000000,Pérdida de vegetación primaria
"36",5 |  6,07116012-0001,457.52900000000,Pérdida de vegetación primaria
"36",5 |  6,07116012-0001,87.89470000000,Pérdida de vegetación primaria
"36",5 |  6,07116007-A004,75.64800000000,Pérdida de vegetación primaria
"36",5 |  6,07116006-5004,20.76680000000,Pérdida de vegetación primaria
"36",5 |  6,07116006-5004,6.41409000000,Pérdida de vegetación primaria
"36",5 |  6,07116008-4007,385.33400000000,Pérdida de vegetación primaria
"36",5 |  6,07116008-4007,1.08771000000,Pérdida de vegetación primaria
"36",5 |  6,07116008-4007,73.41000000000,Pérdida de vegetación primaria
"36",5 |  6,07116007-A012,18.53850000000,Pérdida de vegetación primaria
"36",5 |  6,07116011-6008,8.65514000000,Pérdida de vegetación primaria
"36",5 |  6,07116011-6008,97.96820000000,Pérdida de vegetación primaria
"36",5 |  6,07116009-9001,85.78790000000,Pérdida de vegetación primaria
"36",5 |  6,07116009-9001,64.84990000000,Pérdida de vegetación primaria
"36",5 |  6,07116009-9001,225.07400000000,Pérdida de vegetación primaria
"36",5 |  6,07116009-9001,349.96000000000,Pérdida de vegetación primaria
"36",5 |  6,07116009-9001,303.93200000000,Pérdida de vegetación primaria
"36",5 |  6,07116009-9001,9.09233000000,Pérdida de vegetación primaria
"36",5 |  6,07116009-9001,6.60101000000,Pérdida de vegetación primaria
"36",5 |  6,07116011-6007,405.05600000000,Pérdida de vegetación primaria
"36",5 |  6,07116007-A003,104.85800000000,Pérdida de vegetación primaria
"36",5 |  6,07116007-A003,11.72640000000,Pérdida de vegetación primaria
"36",5 |  6,07116007-A003,170.46800000000,Pérdida de vegetación primaria
"36",5 |  6,07116007-A003,685.70600000000,Pérdida de vegetación primaria
"36",5 |  6,07116012-0004,280.19400000000,Pérdida de vegetación primaria
"36",5 |  6,07116012-0004,17.97600000000,Pérdida de vegetación primaria
"36",5 |  6,07116012-0004,58.86560000000,Pérdida de vegetación primaria
"36",5 |  6,07116012-0004,3.36413000000,Pérdida de vegetación primaria
"36",5 |  6,07116012-0004,47.24410000000,Pérdida de vegetación primaria
"36",5 |  6,07116012-0004,58.09290000000,Pérdida de vegetación primaria
"36",5 |  6,07116012-0004,7.67114000000,Pérdida de vegetación primaria
"36",5 |  6,07116012-0004,0.75400600000,Pérdida de vegetación primaria
"36",5 |  6,07116010-1006,35.42370000000,Pérdida de vegetación primaria
"36",5 |  6,07116010-1006,2.04179000000,Pérdida de vegetación primaria
"36",5 |  6,07116012-0002,689.44100000000,Pérdida de vegetación primaria
"36",5 |  6,07116006-5006,2.98709000000,Pérdida de vegetación primaria
"36",5 |  6,07116006-5006,3.07928000000,Pérdida de vegetación primaria
"36",5 |  6,07116006-5006,607.27100000000,Pérdida de vegetación primaria
"36",5 |  6,07116006-5006,47.83700000000,Pérdida de vegetación primaria
"36",5 |  6,07116006-5006,2.02042000000,Pérdida de vegetación primaria
"36",5 |  6,07116011-6012,0.83676500000,Pérdida de vegetación primaria
"40",5 |  7,07116005-0003,7.96168000000,Pérdida de vegetación primaria
"40",5 |  7,07116004-6001,35.21270000000,Pérdida de vegetación primaria
"6",6 |  1,07116011-6009,2.94307000000,Pérdida de vegetación secundaria
"6",6 |  1,07116008-4008,27.62690000000,Pérdida de vegetación secundaria
"6",6 |  1,07116008-4008,1082.93000000000,Pérdida de vegetación secundaria
"6",6 |  1,07116008-4008,116.09200000000,Pérdida de vegetación secundaria
"6",6 |  1,07116008-4004,6.08312000000,Pérdida de vegetación secundaria
"6",6 |  1,07116008-4004,7.05461000000,Pérdida de vegetación secundaria
"6",6 |  1,07116008-4004,3.32529000000,Pérdida de vegetación secundaria
"6",6 |  1,07116008-4004,0.91578200000,Pérdida de vegetación secundaria
"6",6 |  1,07116008-4004,2.86659000000,Pérdida de vegetación secundaria
"6",6 |  1,07116011-6001,174.24700000000,Pérdida de vegetación secundaria
"6",6 |  1,07116011-6001,0.92370100000,Pérdida de vegetación secundaria
"6",6 |  1,07116008-4010,160.10000000000,Pérdida de vegetación secundaria
"6",6 |  1,07116004-6001,89.57000000000,Pérdida de vegetación secundaria
"6",6 |  1,07116010-1007,899.97400000000,Pérdida de vegetación secundaria
"6",6 |  1,07116008-4003,1.34667000000,Pérdida de vegetación secundaria
"6",6 |  1,07116008-4003,0.79009600000,Pérdida de vegetación secundaria
"6",6 |  1,07116008-4003,468.48800000000,Pérdida de vegetación secundaria
"6",6 |  1,07116008-4003,1.94602000000,Pérdida de vegetación secundaria
"6",6 |  1,07116008-4003,1.60762000000,Pérdida de vegetación secundaria
"6",6 |  1,07116012-0005,563.93800000000,Pérdida de vegetación secundaria
"6",6 |  1,07116012-0005,29.57650000000,Pérdida de vegetación secundaria
"6",6 |  1,07116012-0001,16.47110000000,Pérdida de vegetación secundaria
"6",6 |  1,07116012-0001,49.70600000000,Pérdida de vegetación secundaria
"6",6 |  1,07116012-0001,34.91600000000,Pérdida de vegetación secundaria
"6",6 |  1,07116011-6005,0.67164300000,Pérdida de vegetación secundaria
"6",6 |  1,07116011-6005,8.72812000000,Pérdida de vegetación secundaria
"6",6 |  1,07116008-4009,20.92780000000,Pérdida de vegetación secundaria
"6",6 |  1,07116008-4009,567.24200000000,Pérdida de vegetación secundaria
"6",6 |  1,07116008-4009,63.04220000000,Pérdida de vegetación secundaria
"6",6 |  1,07116008-4007,38.41520000000,Pérdida de vegetación secundaria
"6",6 |  1,07116008-4007,23.88020000000,Pérdida de vegetación secundaria
"6",6 |  1,07116008-4007,39.44750000000,Pérdida de vegetación secundaria
"6",6 |  1,07116010-1012,109.63300000000,Pérdida de vegetación secundaria
"6",6 |  1,07116011-6008,1.92507000000,Pérdida de vegetación secundaria
"6",6 |  1,07116009-9001,0.89041600000,Pérdida de vegetación secundaria
"6",6 |  1,07116012-0004,390.55600000000,Pérdida de vegetación secundaria
"6",6 |  1,07116012-0004,109.56000000000,Pérdida de vegetación secundaria
"6",6 |  1,07116012-0004,0.66141200000,Pérdida de vegetación secundaria
"6",6 |  1,07116012-0004,32.28820000000,Pérdida de vegetación secundaria
"6",6 |  1,07116012-0004,7.31422000000,Pérdida de vegetación secundaria
"6",6 |  1,07116012-0004,78.72000000000,Pérdida de vegetación secundaria
"6",6 |  1,07116010-1006,6.36879000000,Pérdida de vegetación secundaria
"6",6 |  1,07116010-1006,21.88220000000,Pérdida de vegetación secundaria
"6",6 |  1,07116010-1006,99.68180000000,Pérdida de vegetación secundaria
"6",6 |  1,07116010-1006,23.37270000000,Pérdida de vegetación secundaria
"6",6 |  1,07116012-0002,2.60189000000,Pérdida de vegetación secundaria
"6",6 |  1,07116006-5006,11.12840000000,Pérdida de vegetación secundaria
"6",6 |  1,07116011-6012,44.91430000000,Pérdida de vegetación secundaria
"7",7 |  1,07116011-6001,2.34958000000,Pérdida de vegetación secundaria
"13",6 |  2,07116008-4008,26.99770000000,Pérdida de vegetación secundaria
"13",6 |  2,07116012-0005,16.60000000000,Pérdida de vegetación secundaria
"13",6 |  2,07116012-0004,10.95420000000,Pérdida de vegetación secundaria
"20",7 |  3,07116005-0003,1.84177000000,Pérdida de vegetación secundaria
"25",6 |  4,07116011-6009,486.73000000000,Pérdida de vegetación secundaria
"25",6 |  4,07116011-6009,36.78560000000,Pérdida de vegetación secundaria
"25",6 |  4,07116011-6009,253.11300000000,Pérdida de vegetación secundaria
"25",6 |  4,07116011-6009,142.00900000000,Pérdida de vegetación secundaria
"25",6 |  4,07116011-6009,223.73500000000,Pérdida de vegetación secundaria
"25",6 |  4,07116011-6009,6.58128000000,Pérdida de vegetación secundaria
"25",6 |  4,07116008-4008,59.24860000000,Pérdida de vegetación secundaria
"25",6 |  4,07116008-4008,232.64700000000,Pérdida de vegetación secundaria
"25",6 |  4,07116008-4008,6.69246000000,Pérdida de vegetación secundaria
"25",6 |  4,07116006-5007,208.49800000000,Pérdida de vegetación secundaria
"25",6 |  4,07116006-5007,156.37400000000,Pérdida de vegetación secundaria
"25",6 |  4,07116006-5007,0.67845700000,Pérdida de vegetación secundaria
"25",6 |  4,07116005-0003,79.22690000000,Pérdida de vegetación secundaria
"25",6 |  4,07116005-0003,2.40944000000,Pérdida de vegetación secundaria
"25",6 |  4,07116005-0003,3.56520000000,Pérdida de vegetación secundaria
"25",6 |  4,07116005-0003,3.20386000000,Pérdida de vegetación secundaria
"25",6 |  4,07116005-0003,3.06296000000,Pérdida de vegetación secundaria
"25",6 |  4,07116005-0003,49.20970000000,Pérdida de vegetación secundaria
"25",6 |  4,07116005-0007,1134.20000000000,Pérdida de vegetación secundaria
"25",6 |  4,07116007-A006,178.32200000000,Pérdida de vegetación secundaria
"25",6 |  4,07116007-A006,21.84080000000,Pérdida de vegetación secundaria
"25",6 |  4,07116007-A006,5.47046000000,Pérdida de vegetación secundaria
"25",6 |  4,07116007-A006,0.62033300000,Pérdida de vegetación secundaria
"25",6 |  4,07116007-A005,266.46100000000,Pérdida de vegetación secundaria
"25",6 |  4,07116008-4004,701.21200000000,Pérdida de vegetación secundaria
"25",6 |  4,07116008-4004,0.60363900000,Pérdida de vegetación secundaria
"25",6 |  4,07116011-6001,9.97538000000,Pérdida de vegetación secundaria
"25",6 |  4,07116011-6001,39.35850000000,Pérdida de vegetación secundaria
"25",6 |  4,07116004-6001,221.67600000000,Pérdida de vegetación secundaria
"25",6 |  4,07116004-6001,239.86200000000,Pérdida de vegetación secundaria
"25",6 |  4,07116004-6001,2.14602000000,Pérdida de vegetación secundaria
"25",6 |  4,07116004-6001,97.59130000000,Pérdida de vegetación secundaria
"25",6 |  4,07116004-6001,321.09300000000,Pérdida de vegetación secundaria
"25",6 |  4,07116004-6001,2.07749000000,Pérdida de vegetación secundaria
"25",6 |  4,07116004-6001,19.65860000000,Pérdida de vegetación secundaria
"25",6 |  4,07116004-6001,27.48830000000,Pérdida de vegetación secundaria
"25",6 |  4,07116004-6001,43.18160000000,Pérdida de vegetación secundaria
"25",6 |  4,07116004-6001,123.33100000000,Pérdida de vegetación secundaria
"25",6 |  4,07116004-6001,128.61400000000,Pérdida de vegetación secundaria
"25",6 |  4,07116011-6013,0.62223200000,Pérdida de vegetación secundaria
"25",6 |  4,07116011-6013,30.32000000000,Pérdida de vegetación secundaria
"25",6 |  4,07116011-6013,3.88927000000,Pérdida de vegetación secundaria
"25",6 |  4,07116005-0004,3.07491000000,Pérdida de vegetación secundaria
"25",6 |  4,07116010-1007,2.34801000000,Pérdida de vegetación secundaria
"25",6 |  4,07116008-4003,472.49900000000,Pérdida de vegetación secundaria
"25",6 |  4,07116006-5009,143.75600000000,Pérdida de vegetación secundaria
"25",6 |  4,07116006-5009,0.92531000000,Pérdida de vegetación secundaria
"25",6 |  4,07116012-0005,28.27010000000,Pérdida de vegetación secundaria
"25",6 |  4,07116010-1014,231.67500000000,Pérdida de vegetación secundaria
"25",6 |  4,07116012-0001,137.86200000000,Pérdida de vegetación secundaria
"25",6 |  4,07116012-0001,7.34368000000,Pérdida de vegetación secundaria
"25",6 |  4,07116012-0001,5.72210000000,Pérdida de vegetación secundaria
"25",6 |  4,07116012-0001,2.34110000000,Pérdida de vegetación secundaria
"25",6 |  4,07116012-0001,2.99725000000,Pérdida de vegetación secundaria
"25",6 |  4,07116008-4009,8.21531000000,Pérdida de vegetación secundaria
"25",6 |  4,07116008-4009,5.84626000000,Pérdida de vegetación secundaria
"25",6 |  4,07116008-4009,40.54850000000,Pérdida de vegetación secundaria
"25",6 |  4,07116008-4009,49.74100000000,Pérdida de vegetación secundaria
"25",6 |  4,07116008-4009,0.89536600000,Pérdida de vegetación secundaria
"25",6 |  4,07116006-5004,49.46990000000,Pérdida de vegetación secundaria
"25",6 |  4,07116006-5004,192.57700000000,Pérdida de vegetación secundaria
"25",6 |  4,07116008-4007,238.46700000000,Pérdida de vegetación secundaria
"25",6 |  4,07116008-4007,3.40832000000,Pérdida de vegetación secundaria
"25",6 |  4,07116011-6008,10.12730000000,Pérdida de vegetación secundaria
"25",6 |  4,07116011-6008,2.45375000000,Pérdida de vegetación secundaria
"25",6 |  4,07116011-6008,6.88928000000,Pérdida de vegetación secundaria
"25",6 |  4,07116011-6008,0.73759400000,Pérdida de vegetación secundaria
"25",6 |  4,07116009-9001,296.07300000000,Pérdida de vegetación secundaria
"25",6 |  4,07116009-9001,1189.88000000000,Pérdida de vegetación secundaria
"25",6 |  4,07116009-9001,69.33310000000,Pérdida de vegetación secundaria
"25",6 |  4,07116011-6007,4.55850000000,Pérdida de vegetación secundaria
"25",6 |  4,07116007-A003,1098.21000000000,Pérdida de vegetación secundaria
"25",6 |  4,07116007-A003,2.63223000000,Pérdida de vegetación secundaria
"25",6 |  4,07116012-0004,10.22040000000,Pérdida de vegetación secundaria
"25",6 |  4,07116012-0004,776.85700000000,Pérdida de vegetación secundaria
"25",6 |  4,07116012-0004,4.18570000000,Pérdida de vegetación secundaria
"25",6 |  4,07116012-0004,1.97712000000,Pérdida de vegetación secundaria
"25",6 |  4,07116012-0004,2.59014000000,Pérdida de vegetación secundaria
"25",6 |  4,07116009-9002,7.31858000000,Pérdida de vegetación secundaria
"25",6 |  4,07116010-1006,550.14700000000,Pérdida de vegetación secundaria
"25",6 |  4,07116010-1006,7.40200000000,Pérdida de vegetación secundaria
"25",6 |  4,07116010-1006,0.99710700000,Pérdida de vegetación secundaria
"25",6 |  4,07116010-1006,2.75869000000,Pérdida de vegetación secundaria
"25",6 |  4,07116012-0002,3.60604000000,Pérdida de vegetación secundaria
"25",6 |  4,07116012-0002,16.21720000000,Pérdida de vegetación secundaria
"25",6 |  4,07116006-5006,22.10520000000,Pérdida de vegetación secundaria
"25",6 |  4,07116006-5006,8.90433000000,Pérdida de vegetación secundaria
"25",6 |  4,07116006-5006,14.23060000000,Pérdida de vegetación secundaria
"25",6 |  4,07116011-6012,4.40341000000,Pérdida de vegetación secundaria
"25",6 |  4,07116011-6012,1.46548000000,Pérdida de vegetación secundaria
"25",6 |  4,07116011-6012,23.59060000000,Pérdida de vegetación secundaria
"25",6 |  4,07116011-6012,4.98747000000,Pérdida de vegetación secundaria
"25",6 |  4,07116011-6012,49.20460000000,Pérdida de vegetación secundaria
"25",6 |  4,07116011-6012,10.10870000000,Pérdida de vegetación secundaria
"25",6 |  4,07116011-6012,223.69500000000,Pérdida de vegetación secundaria
"25",6 |  4,07116011-6012,146.66400000000,Pérdida de vegetación secundaria
"25",6 |  4,07116011-6012,97.58390000000,Pérdida de vegetación secundaria
"25",6 |  4,07116011-6012,34.99050000000,Pérdida de vegetación secundaria
"25",6 |  4,07116011-6012,44.00050000000,Pérdida de vegetación secundaria
"25",6 |  4,07116011-6012,32.04980000000,Pérdida de vegetación secundaria
"26",7 |  4,07116005-0003,0.50407000000,Pérdida de vegetación secundaria
"26",7 |  4,07116005-0003,106.55700000000,Pérdida de vegetación secundaria
"26",7 |  4,07116009-9001,9.24906000000,Pérdida de vegetación secundaria
"26",7 |  4,07116009-9001,26.12090000000,Pérdida de vegetación secundaria
"28",4 |  5,07116008-4008,0.61877200000,Ganancia de vegetación primaria
"28",4 |  5,07116005-0003,4.67240000000,Ganancia de vegetación primaria
"28",4 |  5,07116005-0003,16.64660000000,Ganancia de vegetación primaria
"28",4 |  5,07116005-0003,6.14145000000,Ganancia de vegetación primaria
"28",4 |  5,07116007-A005,3.34230000000,Ganancia de vegetación primaria
"28",4 |  5,07116007-A005,20.22040000000,Ganancia de vegetación primaria
"28",4 |  5,07116011-6001,16.21780000000,Ganancia de vegetación primaria
"28",4 |  5,07116011-6001,19.62240000000,Ganancia de vegetación primaria
"28",4 |  5,07116011-6001,7.91737000000,Ganancia de vegetación primaria
"28",4 |  5,07116004-6001,9.70366000000,Ganancia de vegetación primaria
"28",4 |  5,07116004-6001,7.14941000000,Ganancia de vegetación primaria
"28",4 |  5,07116004-6001,3.36113000000,Ganancia de vegetación primaria
"28",4 |  5,07116004-6001,25.32360000000,Ganancia de vegetación primaria
"28",4 |  5,07116004-6001,3.22138000000,Ganancia de vegetación primaria
"28",4 |  5,07116004-6001,30.46780000000,Ganancia de vegetación primaria
"28",4 |  5,07116005-0004,11.18860000000,Ganancia de vegetación primaria
"28",4 |  5,07116005-0004,2.96887000000,Ganancia de vegetación primaria
"28",4 |  5,07116006-5009,14.42100000000,Ganancia de vegetación primaria
"28",4 |  5,07116008-4009,1.17635000000,Ganancia de vegetación primaria
"28",4 |  5,07116011-6008,9.84969000000,Ganancia de vegetación primaria
"28",4 |  5,07116011-6008,0.61487000000,Ganancia de vegetación primaria
"28",4 |  5,07116011-6008,128.14100000000,Ganancia de vegetación primaria
"28",4 |  5,07116011-6008,5.50743000000,Ganancia de vegetación primaria
"28",4 |  5,07116012-0004,0.64421400000,Ganancia de vegetación primaria
"28",4 |  5,07116009-9002,1.20235000000,Ganancia de vegetación primaria
"28",4 |  5,07116009-9002,7.95817000000,Ganancia de vegetación primaria
"28",4 |  5,07116009-9002,0.99690800000,Ganancia de vegetación primaria
"28",4 |  5,07116010-1006,9.74300000000,Ganancia de vegetación primaria
"28",4 |  5,07116010-1006,3.76712000000,Ganancia de vegetación primaria
"28",4 |  5,07116010-1006,31.82120000000,Ganancia de vegetación primaria
"28",4 |  5,07116010-1006,77.54880000000,Ganancia de vegetación primaria
"28",4 |  5,07116010-1006,38.42070000000,Ganancia de vegetación primaria
"28",4 |  5,07116010-1006,5.95237000000,Ganancia de vegetación primaria
"28",4 |  5,07116007-A002,2.73740000000,Ganancia de vegetación primaria
"28",4 |  5,07116006-5006,19.63310000000,Ganancia de vegetación primaria
"28",4 |  5,07116006-5006,1.47971000000,Ganancia de vegetación primaria
"28",4 |  5,07116011-6012,1.04802000000,Ganancia de vegetación primaria
"28",4 |  5,07116011-6012,38.14960000000,Ganancia de vegetación primaria
"28",4 |  5,07116011-6012,6.83230000000,Ganancia de vegetación primaria
"28",4 |  5,07116011-6012,16.23930000000,Ganancia de vegetación primaria
"30",6 |  5,07116011-6009,10.52550000000,Ganancia de vegetación primaria
"30",6 |  5,07116011-6009,14.61040000000,Ganancia de vegetación primaria
"30",6 |  5,07116011-6009,2.81817000000,Ganancia de vegetación primaria
"30",6 |  5,07116011-6009,4.44009000000,Ganancia de vegetación primaria
"30",6 |  5,07116008-4008,5.00200000000,Ganancia de vegetación primaria
"30",6 |  5,07116005-0003,8.51227000000,Ganancia de vegetación primaria
"30",6 |  5,07116005-0003,6.64420000000,Ganancia de vegetación primaria
"30",6 |  5,07116005-0003,29.75570000000,Ganancia de vegetación primaria
"30",6 |  5,07116005-0007,8.57096000000,Ganancia de vegetación primaria
"30",6 |  5,07116005-0007,20.64470000000,Ganancia de vegetación primaria
"30",6 |  5,07116005-0007,86.68860000000,Ganancia de vegetación primaria
"30",6 |  5,07116005-0007,5.64260000000,Ganancia de vegetación primaria
"30",6 |  5,07116007-A005,15.28830000000,Ganancia de vegetación primaria
"30",6 |  5,07116011-6001,13.05350000000,Ganancia de vegetación primaria
"30",6 |  5,07116011-6001,15.15140000000,Ganancia de vegetación primaria
"30",6 |  5,07116004-6001,2.81104000000,Ganancia de vegetación primaria
"30",6 |  5,07116004-6001,0.51958800000,Ganancia de vegetación primaria
"30",6 |  5,07116005-0004,307.87900000000,Ganancia de vegetación primaria
"30",6 |  5,07116005-0004,2.27810000000,Ganancia de vegetación primaria
"30",6 |  5,07116010-1007,47.00520000000,Ganancia de vegetación primaria
"30",6 |  5,07116010-1007,10.43720000000,Ganancia de vegetación primaria
"30",6 |  5,07116010-1007,4.68417000000,Ganancia de vegetación primaria
"30",6 |  5,07116010-1007,8.92373000000,Ganancia de vegetación primaria
"30",6 |  5,07116010-1007,17.89490000000,Ganancia de vegetación primaria
"30",6 |  5,07116008-4003,1.57472000000,Ganancia de vegetación primaria
"30",6 |  5,07116008-4003,3.74009000000,Ganancia de vegetación primaria
"30",6 |  5,07116008-4003,6.03664000000,Ganancia de vegetación primaria
"30",6 |  5,07116006-5009,3.71461000000,Ganancia de vegetación primaria
"30",6 |  5,07116006-5009,19.10230000000,Ganancia de vegetación primaria
"30",6 |  5,07116012-0005,8.11556000000,Ganancia de vegetación primaria
"30",6 |  5,07116012-0005,13.68750000000,Ganancia de vegetación primaria
"30",6 |  5,07116010-1014,0.77228900000,Ganancia de vegetación primaria
"30",6 |  5,07116010-1014,5.42652000000,Ganancia de vegetación primaria
"30",6 |  5,07116010-1014,5.49134000000,Ganancia de vegetación primaria
"30",6 |  5,07116010-1014,19.74490000000,Ganancia de vegetación primaria
"30",6 |  5,07116008-4009,3.13235000000,Ganancia de vegetación primaria
"30",6 |  5,07116008-4009,30.84840000000,Ganancia de vegetación primaria
"30",6 |  5,07116006-5004,1.07761000000,Ganancia de vegetación primaria
"30",6 |  5,07116006-5004,8.76241000000,Ganancia de vegetación primaria
"30",6 |  5,07116010-1012,15.53630000000,Ganancia de vegetación primaria
"30",6 |  5,07116010-1012,7.69873000000,Ganancia de vegetación primaria
"30",6 |  5,07116011-6008,3.09932000000,Ganancia de vegetación primaria
"30",6 |  5,07116011-6008,29.40790000000,Ganancia de vegetación primaria
"30",6 |  5,07116011-6008,1.52702000000,Ganancia de vegetación primaria
"30",6 |  5,07116009-9001,21.20950000000,Ganancia de vegetación primaria
"30",6 |  5,07116009-9001,6.23950000000,Ganancia de vegetación primaria
"30",6 |  5,07116009-9001,1.74234000000,Ganancia de vegetación primaria
"30",6 |  5,07116011-6006,6.43759000000,Ganancia de vegetación primaria
"30",6 |  5,07116007-A003,23.64090000000,Ganancia de vegetación primaria
"30",6 |  5,07116012-0004,20.30290000000,Ganancia de vegetación primaria
"30",6 |  5,07116012-0004,1.37840000000,Ganancia de vegetación primaria
"30",6 |  5,07116012-0004,7.68109000000,Ganancia de vegetación primaria
"30",6 |  5,07116012-0004,1.00669000000,Ganancia de vegetación primaria
"30",6 |  5,07116009-9002,1.54331000000,Ganancia de vegetación primaria
"30",6 |  5,07116009-9002,4.67138000000,Ganancia de vegetación primaria
"30",6 |  5,07116011-6011,5.23244000000,Ganancia de vegetación primaria
"30",6 |  5,07116010-1006,55.41340000000,Ganancia de vegetación primaria
"30",6 |  5,07116006-5006,3.37732000000,Ganancia de vegetación primaria
"30",6 |  5,07116011-6012,3.63520000000,Ganancia de vegetación primaria
"30",6 |  5,07116011-6012,6.74466000000,Ganancia de vegetación primaria
"1",1 |  1,07116005-0003,34.70900000000,Actividad antrópica sin cambio
"1",1 |  1,07116009-9001,133.12400000000,Actividad antrópica sin cambio
"1",1 |  1,07116011-6012,172.04500000000,Actividad antrópica sin cambio
"9",2 |  2,07116009-9001,3.59300000000,Actividad antrópica sin cambio
"16",3 |  3,07116005-0003,34.89050000000,Actividad antrópica sin cambio
"16",3 |  3,07116004-6001,0.52912100000,Actividad antrópica sin cambio
"16",3 |  3,07116004-6001,0.59414800000,Actividad antrópica sin cambio
"16",3 |  3,07116004-6001,1.71496000000,Actividad antrópica sin cambio
"16",3 |  3,07116004-6001,10.41300000000,Actividad antrópica sin cambio
"16",3 |  3,07116004-6001,2.89387000000,Actividad antrópica sin cambio
"16",3 |  3,07116004-6001,2.39251000000,Actividad antrópica sin cambio
"16",3 |  3,07116004-6001,1.27745000000,Actividad antrópica sin cambio
"16",3 |  3,07116009-9002,0.86175700000,Actividad antrópica sin cambio
"23",4 |  4,07116011-6009,8.15359000000,Actividad antrópica sin cambio
"23",4 |  4,07116011-6009,40.72860000000,Actividad antrópica sin cambio
"23",4 |  4,07116011-6009,73.09570000000,Actividad antrópica sin cambio
"23",4 |  4,07116011-6009,537.79300000000,Actividad antrópica sin cambio
"23",4 |  4,07116008-4008,13.91430000000,Actividad antrópica sin cambio
"23",4 |  4,07116006-5007,5.39600000000,Actividad antrópica sin cambio
"23",4 |  4,07116007-A001,28.26310000000,Actividad antrópica sin cambio
"23",4 |  4,07116007-A001,11.34050000000,Actividad antrópica sin cambio
"23",4 |  4,07116005-0003,18.19420000000,Actividad antrópica sin cambio
"23",4 |  4,07116005-0003,199.48700000000,Actividad antrópica sin cambio
"23",4 |  4,07116005-0003,1467.55000000000,Actividad antrópica sin cambio
"23",4 |  4,07116005-0003,9.08823000000,Actividad antrópica sin cambio
"23",4 |  4,07116005-0003,12.27650000000,Actividad antrópica sin cambio
