"","AC","cve_Entidad","Entidad","cvd_Municipio","Municipio","cve_AGEB","cve_Manzana","Terrenos_totales","Superficie_total","Terrenos_con_actividad_forestal","Terrenos_con_actividad_pecuaria","Terrenos_con_actividad_agricola","Superfice_carto_agricola","Superficie_sembrada","Terreno_promedio_ha_total","Terreno_promedio_aricola","Porcentaje_terrenos_forestal","Porcentaje_terrenos_pecuario","Porcentaje_terrenos_agricola","Porcentaje_ocupado"
"6768","07089026-3006","07","Chiapas","089","Tapachula","026-3","006","13",645.9389,0,1,18,8,398.3974,19095781.92972,149.062823076923,0,0.0769230769230769,0.615384615384615,0.692307692307692
"6769","07089026-3007","07","Chiapas","089","Tapachula","026-3","007","23",138.1448,0,6,7,15,87.1277,1365324.96783,6.00629565217391,0,0.260869565217391,0.652173913043478,0.91304347826087
"6770","07089026-3008","07","Chiapas","089","Tapachula","026-3","008","13",706.3579,0,5,24,4,256.7588,20941953.86388,163.005669230769,0,0.384615384615385,0.307692307692308,0.692307692307692
"6771","07089026-3009","07","Chiapas","089","Tapachula","026-3","009","206",789.4592,0,6,36,182,664.2056,32015095.64944,15.3293048543689,0,0.029126213592233,0.883495145631068,0.912621359223301
"6772","07089026-3010","07","Chiapas","089","Tapachula","026-3","010","15",468.0357,0,0,10,13,399.1769,4625204.8941,31.20238,0,0,0.866666666666667,0.866666666666667
"6773","07089026-3011","07","Chiapas","089","Tapachula","026-3","011","13",5.1883,0,0,11,1,0.4614,51271.929128,0.3991,0,0,0.0769230769230769,0.0769230769230769
"6774","07089026-3012","07","Chiapas","089","Tapachula","026-3","012","9",323.8339,0,3,0,0,0,0,0,0,0.333333333333333,0,0.333333333333333
"6775","07089026-3013","07","Chiapas","089","Tapachula","026-3","013","10",333.5055,0,8,13,1,17.9929,3295518.60515,33.35055,0,0.8,0.1,0.9
"6776","07089026-3014","07","Chiapas","089","Tapachula","026-3","014","18",47.3255,0,4,14,6,12.0569,467651.459689,2.62919444444444,0,0.222222222222222,0.333333333333333,0.555555555555556
"6777","07089026-3016","07","Chiapas","089","Tapachula","026-3","016","6",19.1742,0,0,32,2,6.3914,378931.026156,6.3914,0,0,0.333333333333333,0.333333333333333
"6778","07089026-3017","07","Chiapas","089","Tapachula","026-3","017","36",45.938,0,0,34,30,38.0261,995986.479288,2.55211111111111,0,0,0.833333333333333,0.833333333333333
"6779","07089026-3018","07","Chiapas","089","Tapachula","026-3","018","1",58.8609,0,0,0,0,0,0,0,0,0,0,0
"6780","07089026-3019","07","Chiapas","089","Tapachula","026-3","019","25",45.456,0,0,57,19,34.0286,1515836.11098,5.45472,0,0,0.76,0.76
"6781","07089026-3020","07","Chiapas","089","Tapachula","026-3","020","9",40.6414,0,0,20,7,33.2533,401628.076081,4.51571111111111,0,0,0.777777777777778,0.777777777777778
"6782","07089027-8002","07","Chiapas","089","Tapachula","027-8","002","288",1546.3597,0,10,12,229,1143.7964,100554561.5982,32.2158270833333,0,0.0347222222222222,0.795138888888889,0.829861111111111
"6783","07089027-8003","07","Chiapas","089","Tapachula","027-8","003","9",1015.0951,0,5,3,2,325.7114,10030022.3469,112.788344444444,0,0.555555555555556,0.222222222222222,0.777777777777778
"6784","07089027-8004","07","Chiapas","089","Tapachula","027-8","004","9",13.9272,0,3,4,2,9.0432,137619.636815,1.54746666666667,0,0.333333333333333,0.222222222222222,0.555555555555556
"6785","07089027-8005","07","Chiapas","089","Tapachula","027-8","005","23",867.2442,1,8,15,7,220.0989,25706046.53091,113.118808695652,0.0434782608695652,0.347826086956522,0.304347826086957,0.695652173913043
"6786","07089027-8006","07","Chiapas","089","Tapachula","027-8","006","19",510.7046,0,13,12,3,59.6149,9922574.80786,53.7583789473684,0,0.684210526315789,0.157894736842105,0.842105263157895
"6787","07089027-8008","07","Chiapas","089","Tapachula","027-8","008","6",493.64,0,2,8,4,370.23,4877305.09923,82.2733333333333,0,0.333333333333333,0.666666666666667,1
"6788","07089027-8009","07","Chiapas","089","Tapachula","027-8","009","1",33.4471,0,1,0,0,0,0,0,0,1,0,1
"6789","07089027-8010","07","Chiapas","089","Tapachula","027-8","010","90",307.4986,0,8,30,73,252.2683,10151833.45962,10.2499533333333,0,0.0888888888888889,0.811111111111111,0.9
"6790","07089027-8011","07","Chiapas","089","Tapachula","027-8","011","6",719.416,0,1,22,5,647.4744,14214545.74504,239.805333333333,0,0.166666666666667,0.833333333333333,1
"6791","07089027-8012","07","Chiapas","089","Tapachula","027-8","012","249",568.5116,0,6,60,182,409.4679,28813367.50785,11.4158955823293,0,0.0240963855421687,0.730923694779116,0.755020080321285
"6792","07089027-8013","07","Chiapas","089","Tapachula","027-8","013","162",268.7534,0,0,39,102,192.763,8538801.60441,4.97691481481482,0,0,0.62962962962963,0.62962962962963
"6793","07089027-8015","07","Chiapas","089","Tapachula","027-8","015","129",558.8937,0,12,90,93,394.0323,35146286.67384,25.9950558139535,0,0.0930232558139535,0.720930232558139,0.813953488372093
"6794","07089027-8016","07","Chiapas","089","Tapachula","027-8","016","160",544.6381,0,11,80,87,239.2267,28631444.39725,17.019940625,0,0.06875,0.54375,0.6125
"6795","07089027-8017","07","Chiapas","089","Tapachula","027-8","017","17",12.3491,0,0,34,16,11.0797,244002.962072,1.45283529411765,0,0,0.941176470588235,0.941176470588235
"6796","07089027-8019","07","Chiapas","089","Tapachula","027-8","019","24",489.6854,0,6,57,14,268.9751,14511477.61299,61.210675,0,0.25,0.583333333333333,0.833333333333333
"6797","07089027-8021","07","Chiapas","089","Tapachula","027-8","021","19",580.6919,0,2,63,7,171.5327,17208234.96858,91.6881947368421,0,0.105263157894737,0.368421052631579,0.473684210526316
"6798","07089027-8023","07","Chiapas","089","Tapachula","027-8","023","11",37.1404,0,0,46,4,14.8875,744558.670834,6.7528,0,0,0.363636363636364,0.363636363636364
"6799","07089027-8026","07","Chiapas","089","Tapachula","027-8","026","63",279.7879,0,5,182,29,150.613,20684335.71421,31.0875444444444,0,0.0793650793650794,0.46031746031746,0.53968253968254
"6800","07089027-8027","07","Chiapas","089","Tapachula","027-8","027","20",441.415,0,1,54,18,362.7094,8720003.72538,44.1415,0,0.05,0.9,0.95
"6801","07089027-8028","07","Chiapas","089","Tapachula","027-8","028","7",463.085,0,0,56,3,198.465,9147917.01914,132.31,0,0,0.428571428571429,0.428571428571429
"6802","07089027-8029","07","Chiapas","089","Tapachula","027-8","029","5",7.7016,0,0,29,2,1.3227,80567.1186755,1.54032,0,0,0.4,0.4
"6803","07089027-8030","07","Chiapas","089","Tapachula","027-8","030","13",333.2448,0,2,120,10,263.502,13165533.03308,102.536861538462,0,0.153846153846154,0.769230769230769,0.923076923076923
"6804","07089027-8031","07","Chiapas","089","Tapachula","027-8","031","11",99.9394,0,0,62,4,36.3416,1975121.902114,18.1708,0,0,0.363636363636364,0.363636363636364
"6805","07089027-8033","07","Chiapas","089","Tapachula","027-8","033","1",18.9273,0,0,0,0,0,0,0,0,0,0,0
"6806","07089027-8035","07","Chiapas","089","Tapachula","027-8","035","3",3.9387,0,0,0,0,0,0,0,0,0,0,0
"6807","07089027-8036","07","Chiapas","089","Tapachula","027-8","036","3",18.9759,0,0,36,3,18.9759,193285.690922,6.3253,0,0,1,1
"6808","07089027-8037","07","Chiapas","089","Tapachula","027-8","037","6",27.7829,0,0,37,5,25.0654,364943.510752,4.63048333333333,0,0,0.833333333333333,0.833333333333333
"6809","07089028-2001","07","Chiapas","089","Tapachula","028-2","001","264",1028.2008,0,34,5,84,327.1548,50180619.731,19.4735,0,0.128787878787879,0.318181818181818,0.446969696969697
"6810","07089028-2002","07","Chiapas","089","Tapachula","028-2","002","24",54.4722,0,0,6,4,6.2978,1621647.518604,6.809025,0,0,0.166666666666667,0.166666666666667
"6811","07089028-2003","07","Chiapas","089","Tapachula","028-2","003","55",346.1187,0,4,12,19,183.6551,13270062.08848,25.1722690909091,0,0.0727272727272727,0.345454545454545,0.418181818181818
"6812","07089028-2004","07","Chiapas","089","Tapachula","028-2","004","62",79.1153,0,0,12,34,53.7253,2474398.947576,3.82815967741935,0,0,0.548387096774194,0.548387096774194
"6813","07089028-2005","07","Chiapas","089","Tapachula","028-2","005","23",343.5142,0,8,10,5,74.677,6786591.1352,29.8708,0,0.347826086956522,0.217391304347826,0.565217391304348
"6814","07089028-2006","07","Chiapas","089","Tapachula","028-2","006","4",3.5842,0,0,0,0,0,0,0,0,0,0,0
"6815","07089028-2007","07","Chiapas","089","Tapachula","028-2","007","77",527.5193,0,11,42,34,232.9306,31263802.99938,41.1054,0,0.142857142857143,0.441558441558442,0.584415584415584
"6816","07089028-2008","07","Chiapas","089","Tapachula","028-2","008","17",20.9056,0,0,16,2,3.8353,417760.2837,2.45948235294118,0,0,0.117647058823529,0.117647058823529
"6817","07089028-2009","07","Chiapas","089","Tapachula","028-2","009","7",106.4238,0,3,9,1,15.2034,1051279.01817,15.2034,0,0.428571428571429,0.142857142857143,0.571428571428571
"6818","07089028-2010","07","Chiapas","089","Tapachula","028-2","010","3",4.4717,0,0,0,0,0,0,0,0,0,0,0
"6819","07089028-2011","07","Chiapas","089","Tapachula","028-2","011","95",237.9787,2,19,33,56,136.6611,7051915.84011,7.51511684210526,0.0210526315789474,0.2,0.589473684210526,0.810526315789474
"6820","07089028-2012","07","Chiapas","089","Tapachula","028-2","012","2",52.7324,0,1,12,1,26.3662,5330370.97677,26.3662,0,0.5,0.5,1
"6821","07089028-2013","07","Chiapas","089","Tapachula","028-2","013","51",549.9125,0,0,52,11,156.3844,21725077.72568,43.1303921568627,0,0,0.215686274509804,0.215686274509804
"6822","07089028-2014","07","Chiapas","089","Tapachula","028-2","014","15",124.1325,0,3,14,10,82.755,1226105.08718,8.2755,0,0.2,0.666666666666667,0.866666666666667
"6823","07089028-2015","07","Chiapas","089","Tapachula","028-2","015","17",73.702,0,0,45,15,71.2092,2183826.609618,13.0062352941176,0,0,0.882352941176471,0.882352941176471
"6824","07089028-2016","07","Chiapas","089","Tapachula","028-2","016","103",875.9716,0,20,80,67,614.3948,43257562.38785,42.5228932038835,0,0.194174757281553,0.650485436893204,0.844660194174757
"6825","07089028-2017","07","Chiapas","089","Tapachula","028-2","017","48",467.8501,0,1,68,40,305.4723,18482417.36388,38.9875083333333,0,0.0208333333333333,0.833333333333333,0.854166666666667
"6826","07089028-2018","07","Chiapas","089","Tapachula","028-2","018","36",710.7335,0,2,54,26,341.1105,21057172.10697,59.2277916666667,0,0.0555555555555556,0.722222222222222,0.777777777777778
"6827","07089028-2019","07","Chiapas","089","Tapachula","028-2","019","7",828.8719,0,1,38,4,459.1587,16370316.76916,236.820542857143,0,0.142857142857143,0.571428571428571,0.714285714285714
"6828","07089028-2020","07","Chiapas","089","Tapachula","028-2","020","121",758.667,0,0,60,110,680.2049,22475494.06467,18.8099256198347,0,0,0.909090909090909,0.909090909090909
"6829","07089028-2021","07","Chiapas","089","Tapachula","028-2","021","156",728.8052,1,2,63,105,494.9328,23328677.28729,14.0154846153846,0.00641025641025641,0.0128205128205128,0.673076923076923,0.692307692307692
"6830","07089028-2022","07","Chiapas","089","Tapachula","028-2","022","120",566.023,0,13,88,73,305.5665,22357466.5362,18.8674333333333,0,0.108333333333333,0.608333333333333,0.716666666666667
"6831","07089028-2023","07","Chiapas","089","Tapachula","028-2","023","1",38.1008,0,0,23,1,38.1008,376265.260932,38.1008,0,0,1,1
"6832","07089029-7001","07","Chiapas","089","Tapachula","029-7","001","85",538.7127,0,4,4,60,416.8055,21281823.02576,25.3511858823529,0,0.0470588235294118,0.705882352941177,0.752941176470588
"6833","07089029-7002","07","Chiapas","089","Tapachula","029-7","002","26",508.2214,0,0,4,13,307.8669,10038371.33958,39.0939538461538,0,0,0.5,0.5
"6834","07089029-7003","07","Chiapas","089","Tapachula","029-7","003","12",55.4866,0,3,6,6,12.5124,1096039.020408,9.24776666666667,0,0.25,0.5,0.75
"6835","07089029-7004","07","Chiapas","089","Tapachula","029-7","004","42",553.1892,0,7,20,32,440.1922,27315432.69665,65.8558571428571,0,0.166666666666667,0.761904761904762,0.928571428571428
"6836","07089029-7005","07","Chiapas","089","Tapachula","029-7","005","32",114.6705,0,0,10,24,83.648,2302767.3574,7.16690625,0,0,0.75,0.75
"6837","07089029-7006","07","Chiapas","089","Tapachula","029-7","006","14",88.9207,0,2,6,9,61.3129,878199.774008,6.35147857142857,0,0.142857142857143,0.642857142857143,0.785714285714286
"6838","07089029-7008","07","Chiapas","089","Tapachula","029-7","008","1",609.6895,0,0,0,0,0,0,0,0,0,0,0
"6839","07089029-7009","07","Chiapas","089","Tapachula","029-7","009","135",880.1242,1,34,27,51,371.06,27581329.31691,19.5583155555556,0.00740740740740741,0.251851851851852,0.377777777777778,0.637037037037037
"6840","07089029-7010","07","Chiapas","089","Tapachula","029-7","010","67",436.1399,1,0,20,32,258.9407,8613218.05882,13.0191014925373,0.0149253731343284,0,0.477611940298507,0.492537313432836
"6841","07089029-7011","07","Chiapas","089","Tapachula","029-7","011","50",431.0253,0,2,22,29,217.2387,8512474.85648,17.241012,0,0.04,0.58,0.62
"6842","07089029-7012","07","Chiapas","089","Tapachula","029-7","012","1",488.2905,0,0,12,1,488.2905,4821362.78853,488.2905,0,0,1,1
"6843","07089029-7013","07","Chiapas","089","Tapachula","029-7","013","49",284.7686,0,5,39,36,213.2665,8435540.94282,17.434812244898,0,0.102040816326531,0.73469387755102,0.836734693877551
"6844","07089029-7014","07","Chiapas","089","Tapachula","029-7","014","20",331.2991,0,1,56,15,270.6241,13084612.16496,66.25982,0,0.05,0.75,0.8
"6845","07089029-7015","07","Chiapas","089","Tapachula","029-7","015","30",413.6191,0,11,30,13,177.5784,8167537.9138,27.5746066666667,0,0.366666666666667,0.433333333333333,0.8
"6846","07089029-7016","07","Chiapas","089","Tapachula","029-7","016","1",355.5857,0,0,16,1,355.5857,3510786.45417,355.5857,0,0,1,1
"6847","07089029-7017","07","Chiapas","089","Tapachula","029-7","017","20",342.7514,0,2,51,15,202.069,10372060.92585,51.41271,0,0.1,0.75,0.85
"6848","07089029-7018","07","Chiapas","089","Tapachula","029-7","018","1",454.0798,0,0,0,0,0,0,0,0,0,0,0
"6849","07089029-7019","07","Chiapas","089","Tapachula","029-7","019","25",299.9475,0,1,38,8,95.9832,5922670.96444,23.9958,0,0.04,0.32,0.36
"6850","07089029-7020","07","Chiapas","089","Tapachula","029-7","020","15",421.4263,0,0,40,12,356.4433,8321391.23282,56.1901733333333,0,0,0.8,0.8
"6851","07089029-7021","07","Chiapas","089","Tapachula","029-7","021","19",138.093,1,0,21,1,1.5568,1876912.85147,7.26805263157895,0.0526315789473684,0,0.0526315789473684,0.105263157894737
"6852","07089029-7022","07","Chiapas","089","Tapachula","029-7","022","26",819.2243,2,1,110,16,279.9883,40436956.01895,157.543134615385,0.0769230769230769,0.0384615384615385,0.615384615384615,0.730769230769231
"6853","07089029-7023","07","Chiapas","089","Tapachula","029-7","023","33",380.6088,0,7,92,23,275.4951,15029898.62068,46.1344,0,0.212121212121212,0.696969696969697,0.909090909090909
"6854","07089029-7024","07","Chiapas","089","Tapachula","029-7","024","10",338.1519,0,0,72,9,313.6564,10014733.86609,101.44557,0,0,0.9,0.9
"6855","07089029-7026","07","Chiapas","089","Tapachula","029-7","026","1",254.4601,0,0,0,0,0,0,0,0,0,0,0
"6856","07089029-7027","07","Chiapas","089","Tapachula","029-7","027","30",444.1899,1,7,81,11,351.7296,13154037.0978,44.41899,0.0333333333333333,0.233333333333333,0.366666666666667,0.633333333333333
"6857","07089029-7028","07","Chiapas","089","Tapachula","029-7","028","29",567.7734,0,0,28,1,35.4106,5565235.38024,19.5783931034483,0,0,0.0344827586206897,0.0344827586206897
"6858","07089029-7029","07","Chiapas","089","Tapachula","029-7","029","9",20.2156,0,3,58,6,15.5683,399243.22265,4.49235555555556,0,0.333333333333333,0.666666666666667,1
"6859","07089029-7030","07","Chiapas","089","Tapachula","029-7","030","12",22.7581,0,4,90,6,12.9243,674185.437354,5.689525,0,0.333333333333333,0.5,0.833333333333333
"6860","07089029-7031","07","Chiapas","089","Tapachula","029-7","031","25",49.579,2,8,31,3,7.4949,493269.035531,1.98316,0.08,0.32,0.12,0.52
"6861","07089029-7032","07","Chiapas","089","Tapachula","029-7","032","3",196.0114,0,2,0,0,0,0,0,0,0.666666666666667,0,0.666666666666667
"6862","07089029-7034","07","Chiapas","089","Tapachula","029-7","034","10",28.394,0,1,68,5,14.197,560744.048004,5.6788,0,0.1,0.5,0.6
"6863","07089029-7035","07","Chiapas","089","Tapachula","029-7","035","6",5.7737,0,0,0,0,0,0,0,0,0,0,0
"6864","07089030-A001","07","Chiapas","089","Tapachula","030-A","001","24",646.5579,0,6,3,14,362.6797,19151683.20642,80.8197375,0,0.25,0.583333333333333,0.833333333333333
"6865","07089030-A002","07","Chiapas","089","Tapachula","030-A","002","99",888.4202,0,6,8,59,645.2347,35086487.71516,35.8957656565657,0,0.0606060606060606,0.595959595959596,0.656565656565657
"6866","07089030-A003","07","Chiapas","089","Tapachula","030-A","003","7",575.0114,0,2,3,4,280.1499,5677323.7839,82.1444857142857,0,0.285714285714286,0.571428571428571,0.857142857142857
"6867","07089030-A004","07","Chiapas","089","Tapachula","030-A","004","104",805.9141,0,1,16,96,770.3191,33300670.76132,30.9966961538462,0,0.00961538461538462,0.923076923076923,0.932692307692308
"6868","07089030-A005","07","Chiapas","089","Tapachula","030-A","005","33",573.7576,0,16,15,12,201.3502,16993305.37584,52.1597818181818,0,0.484848484848485,0.363636363636364,0.848484848484849
"6869","07089030-A006","07","Chiapas","089","Tapachula","030-A","006","4",561.2243,0,3,6,1,179.8877,5540509.18654,140.306075,0,0.75,0.25,1
"6870","07089030-A007","07","Chiapas","089","Tapachula","030-A","007","25",450.416,0,0,21,17,399.1314,13339313.5983,54.04992,0,0,0.68,0.68
"6871","07089030-A008","07","Chiapas","089","Tapachula","030-A","008","51",563.4337,0,4,32,24,411.6536,22525393.40036,44.1908784313726,0,0.0784313725490196,0.470588235294118,0.549019607843137
"6872","07089030-A009","07","Chiapas","089","Tapachula","030-A","009","84",624.6486,0,5,45,56,389.6298,30830535.15015,37.1814642857143,0,0.0595238095238095,0.666666666666667,0.726190476190476
"6873","07089030-A010","07","Chiapas","089","Tapachula","030-A","010","51",918.182,0,25,30,8,225.6376,27191161.84914,54.0107058823529,0,0.490196078431373,0.156862745098039,0.647058823529412
"6874","07089030-A011","07","Chiapas","089","Tapachula","030-A","011","38",669.4975,0,9,44,20,338.4587,26434334.96924,70.4734210526316,0,0.236842105263158,0.526315789473684,0.763157894736842
"6875","07089030-A012","07","Chiapas","089","Tapachula","030-A","012","27",258.7183,0,8,60,11,92.1285,13881320.82735,47.9107962962963,0,0.296296296296296,0.407407407407407,0.703703703703704
"6876","07089030-A013","07","Chiapas","089","Tapachula","030-A","013","23",957.013,0,0,13,13,689.9689,9445800.12059,41.6092608695652,0,0,0.565217391304348,0.565217391304348
"6877","07089030-A014","07","Chiapas","089","Tapachula","030-A","014","31",696.9635,0,0,14,6,76.8664,6878873.92467,22.4826935483871,0,0,0.193548387096774,0.193548387096774
"6878","07089030-A015","07","Chiapas","089","Tapachula","030-A","015","52",745.7725,0,8,60,11,200.3121,29442124.57812,57.3671153846154,0,0.153846153846154,0.211538461538462,0.365384615384615
"6879","07089030-A016","07","Chiapas","089","Tapachula","030-A","016","16",482.7038,0,0,64,11,308.2839,21431601.67868,120.67595,0,0,0.6875,0.6875
"6880","07089030-A017","07","Chiapas","089","Tapachula","030-A","017","145",1472.0215,0,22,17,81,207.7049,15012963.0371,10.1518724137931,0,0.151724137931034,0.558620689655172,0.710344827586207
"6881","07089030-A018","07","Chiapas","089","Tapachula","030-A","018","26",1030.5727,0,1,18,6,191.801,10169783.9169,39.6374115384615,0,0.0384615384615385,0.230769230769231,0.269230769230769
